entity_a,entity_b,source_flags,n_assertions,needs_review,region,source,quote,notes,entity_a_polygon_source,entity_a_polygon_id,entity_a_display_name,entity_a_match_method,entity_a_resolve_source,entity_b_polygon_source,entity_b_polygon_id,entity_b_display_name,entity_b_match_method,entity_b_resolve_source,homeland_complete
DIGO,Vumba,icmid_jr_pair,1,0,East Africa,Thomas_Herlehy_1984.pdf,"Another social institution which helped to create unity within the coastal region was utani, the joking relationship. Although it is more common in Tanzania, utani was another way for some peoples in Kenya to form amicable relationships. Utani has a similar origin as blood-brotherhood in that it is a method used to institutionalize good relations between people who may have been traditional enemies. When two people have an utani relationship, it signifies that they will accept as jokes remarks which they might have taken as insults in the past. Within the Kenyan coastal region the Vumba and Digo shared a joking relationship. Further inland, the Taita and Akamba also used utani to forge unity between themselves. Both of these groups of people were trading partners as well as potential rivals for trade but utani helped to diffuse situations of potential aggression and enabled these peoples to cooperate with each other to their mutual benefit.",In Moreau p.388,murdock,DIGO,DIGO,gis_exact,gis:murdock,greg,SWAHILI,Vumba,index,ethnic_entity_index,1
DIGO,ZARAMO,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Zaramu with Ngoni, Mbunga, Nyamwezi, Sukuma, Zigua, Digo, arid Doe.",Zaramu = Zaramo,murdock,DIGO,DIGO,gis_exact,gis:murdock,murdock,ZARAMO,Zaramo,index,ethnic_entity_index,1
Diola,Mandinka,icmid_sheet1,1,0,,https://theses.hal.science/tel-02179292v1,,"Mandinka- GeoPR, Joola is another name for the Diola group",murdock,DIOLA,Diola,index,ethnic_entity_index,geopr,MANDINKA,Mandinka,index,ethnic_entity_index,1
Diola,SERER,icmid_jr_pair,1,0,West Africa,"Mandinka_Volkova_2018.pdf
 [for Serer] Serer_Evans_2025
[for Balante] Balante_Badjie_2020","Au Sénégal, comme dans tous les autres pays de la sous-région, les relations à plaisanterie
 sont établies entre plusieurs populations. La relation qui nous intéressera en particulier est
 celle qui relie les Joola aux Sereer.

Notons par ailleurs que les Mandinka n’ont pas développé d’alliance à plaisanterie avec
aucune autre ethnie. Pourtant, cette relation a bien été constatée chez d’autres mandingues :
par exemple, les Bambara sont cousins à plaisanterie des Peuls329. Nous allons essayer
d’expliquer cela à la fin de ce chapitre.
 [for Serer] Broader solidarities, meanwhile, have
 been promoted in the interests of peace by deploying visual arts, performing arts,
 traditional ceremonies and cousinage a plaisanterie—a joking relationship between
 different ethnic groups, in this case between the Jola and the Serer (a larger group
 from Senegal north of The Gambia). Cultural days/weekends have at times been
 organised involving one or more of the above elements (AJAC–APRAN 2000; de
 Jong 2005; Foucher 2007b; Warrington 2013).
[for Balante] TABLE I. CATEGORIES AND JOKING RELATIONSHIP AFFILIATES","Mandinka- GeoPR, Joola is another name for the Diola group",murdock,DIOLA,Diola,index,ethnic_entity_index,murdock,SERER,Serer,index,ethnic_entity_index,1
Diula,LOBI,icmid_jr_pair,1,1,West Africa,"Burkina_Nyamba_2001.html
 [for Karaboro] Burkina_Hagberg_2006","Tableau 1. Groupes alliés à plaisanteries
 [for Karaboro] d pact, today all people from Banfora and all people from Gaoua joke with
 each other. Karaboro joke with Lobi, although some interlocutors recognise that they do
 not have any blood pa",,murdock,DIULA,DIULA,gis_exact,gis:murdock,murdock,LOBI,Lobi,index,ethnic_entity_index,1
Djan,Kam,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,LOBI,Djan,index,ethnic_entity_index,murdock,KAM,Kam,index,ethnic_entity_index,1
Djan,Karaboro,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,LOBI,Djan,index,ethnic_entity_index,murdock,KARABORO,Karaboro,index,ethnic_entity_index,1
Djan,Malinke,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,LOBI,Djan,index,ethnic_entity_index,murdock,MALINKE,Malinke,index,ethnic_entity_index,1
Djan,Sambla,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,LOBI,Djan,index,ethnic_entity_index,murdock,SAMO,Sambla,index,https://joshuaproject.net/people_groups/14813/UV,1
Djan,Samo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,LOBI,Djan,index,ethnic_entity_index,murdock,SAMO,Samo,index,ethnic_entity_index,1
Djan,Senufo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,LOBI,Djan,index,ethnic_entity_index,murdock,SENUFO,Senufo,index,ethnic_entity_index,1
Djan,Siamou,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,LOBI,Djan,index,ethnic_entity_index,,,Siamou,,,0
Djan,Tiefo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,LOBI,Djan,index,ethnic_entity_index,murdock,SENUFO,Tiefo,index,https://www.101lasttribes.com/tribes/tiefo.html,1
Djan,Tusyan,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,LOBI,Djan,index,ethnic_entity_index,murdock,TUSYAN,Tusyan,index,ethnic_entity_index,1
Djan,Zerma,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,LOBI,Djan,index,ethnic_entity_index,murdock,ZERMA,Zerma,index,ethnic_entity_index,1
Djerma,Dogon,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,murdock,DOGON,Dogon,index,ethnic_entity_index,1
Djerma,Fulbe,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,greg,FULBE,Fulbe,index,ethnic_entity_index,1
Djerma,Gourmantché,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,1
Djerma,Gourounsi,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,murdock,GRUNSHI,Gourounsi,index,https://en.wikipedia.org/wiki/Gurunsi_people,1
Djerma,Gourounsi (Lela),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,murdock,GRUNSHI,Gourounsi (Lela),index,ethnic_entity_index,1
Djerma,Grunshi (Kasena),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,1
Djerma,Grunshi (Lele),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,1
Djerma,Grunshi (Nunuma),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,1
Djerma,Hausa,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,murdock,HAUSA,Hausa,index,ethnic_entity_index,1
Djerma,Kurumba,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,murdock,LILSE,Kurumba,index,https://www.101lasttribes.com/tribes/kurumba.html,1
Djerma,Moba,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,murdock,MOBA,Moba,index,ethnic_entity_index,1
Djerma,Mossi,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,murdock,MOSSI,Mossi,index,ethnic_entity_index,1
Djerma,Mossi (Nakomsé),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,murdock,MOSSI,Mossi (Nakomsé),index,ethnic_entity_index,1
Djerma,Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,1
Djerma,Nadié,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,,,Nadié,,,0
Djerma,Samo,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,murdock,SAMO,Samo,index,ethnic_entity_index,1
Djerma,Tiwa,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,,,Tiwa,,,0
Djerma,Venda,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,ZERMA,Djerma,index,https://commons.wikimedia.org/wiki/Category:Djerma_people,murdock,VENDA,Venda,index,ethnic_entity_index,1
Djimini,GURO,icmid_jr_pair,1,1,West Africa,"CoteDivoire_Nea_2021.pdf
[For Dan] Dan_Kadjo_2014.pdf","Tableau 2 : Alliances inter-ethniques à plaisanterie

[For Dan] The existence of alliances between Yacouba / Sénoufo, between Yacouba / Guro and between differents Yacouba clans, addresses the need for harmonization of social relations and peaceful coexistence between them. Indeed, these companies are regulated by the major features.",,,,Djimini,,,murdock,GURO,GURO,gis_exact,gis:murdock,0
Doe,ZARAMO,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Zaramu with Ngoni, Mbunga, Nyamwezi, Sukuma, Zigua, Digo, arid Doe.",Zaramu = Zaramo,,,Doe,,,murdock,ZARAMO,Zaramo,index,ethnic_entity_index,0
Dogon,Fulbe,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,DOGON,Dogon,index,ethnic_entity_index,greg,FULBE,Fulbe,index,ethnic_entity_index,1
Dogon,Gourmantché,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,DOGON,Dogon,index,ethnic_entity_index,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,1
Dogon,Gourounsi,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DOGON,Dogon,index,ethnic_entity_index,murdock,GRUNSHI,Gourounsi,index,https://en.wikipedia.org/wiki/Gurunsi_people,1
Dogon,Gurmance,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DOGON,Dogon,index,ethnic_entity_index,murdock,GURMA,Gurmance,index,https://en.wikipedia.org/wiki/Gurma_people,1
Dogon,Kurumba,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,DOGON,Dogon,index,ethnic_entity_index,murdock,LILSE,Kurumba,index,https://www.101lasttribes.com/tribes/kurumba.html,1
Dogon,Mossi,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DOGON,Dogon,index,ethnic_entity_index,murdock,MOSSI,Mossi,index,ethnic_entity_index,1
Dogon,Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DOGON,Dogon,index,ethnic_entity_index,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,1
Dogon,Mossi (Yonyonse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DOGON,Dogon,index,ethnic_entity_index,murdock,MOSSI,Mossi (Yonyonse),index,ethnic_entity_index,1
Dogon,Samo,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,DOGON,Dogon,index,ethnic_entity_index,murdock,SAMO,Samo,index,ethnic_entity_index,1
Dogon,Senufo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DOGON,Dogon,index,ethnic_entity_index,murdock,SENUFO,Senufo,index,ethnic_entity_index,1
Dogon,SONGHAI,icmid_jr_pair;keerthana_analysis,3,0,BurkinaFaso,"Songhai_Cisse_2013
 [for Dogon] Bozo_Attino_2021","The Hausa, the Zerma and the Sonrai, the
 Tuareg and the Sonrai the Fulbe and the Kanuri, the Zerma, the Sonrai and the Tuareg are paired
 joking kins.
 [for Dogon] Le cousinage est un pacte social scellé et inviolable qui lie deux clans à
 l’intérieur de la même communauté (Traoré et Diarra ; Maïga et Touré) ou
 entre deux groupes ethniques (Dogon et Songhay, Songhay et Mossi ; Bozo et
 Dogon). Il a généralement un fondement idéologique et remonte dans
 l’histoire des communautés. Il peut être aussi récent et volontaire (Maïga et
 Coulibaly).",,murdock,DOGON,Dogon,index,ethnic_entity_index,murdock,SONGHAI,SONGHAI,index,ethnic_entity_index,1
Dogon,Tusyan,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DOGON,Dogon,index,ethnic_entity_index,murdock,TUSYAN,Tusyan,index,ethnic_entity_index,1
Dogon,White,llm_ehraf,1,0,WesternAfrica,/Dogon_Parin_506_NK,"For example, if an attitude of the analyst led to the fact that the analysand felt dependent on him, as on a patron, he might address a ritual joke to the White. This immediately restored his self-awareness and made possible another form of transference.",Text describes ritual/mock joking directed at a White as an institutionalized restorative mocking relationship.,murdock,DOGON,Dogon,index,ethnic_entity_index,geopr,57105000,White,gis_exact,gis:geopr,1
DOROSIE,Komono,icmid_jr_pair,1,0,West Africa,Komono_Diallo_2006,"Nos interlocuteurs dogossié racontent qu’à
leur arrivée dans la région, les envahisseurs komono se seraient imposés
par la force aux autochtones dogossié en s’appropriant les instruments d’ex-
traction de l’or. Après une tentative de résistance, les Dogossié auraient fui
pour aller se réfugier dans des grottes, avant de conclure un pacte avec les
Komono. Ils utilisent aujourd’hui le terme konkaibe pour plaisanter avec
leurs voisins komono qu’ils appellent les « intrus ». Les Komono, quant à
IDENTITÉS CHEZ LES PEULS DU BURKINA 783
eux, désignent les Dogossié « gens du trou » en référence à leur couardise.
Cette forme de plaisanterie est la représentation de rapports de force passés
entre groupes d’une même unité politique.",,murdock,DOROSIE,DOROSIE,gis_exact,gis:murdock,murdock,KOMONO,KOMONO,gis_exact,gis:murdock,1
Dukawa males,Kamberi males,llm_ehraf,1,0,WesternAfrica,/Hausa_Salamone_92_NK,"For example, Kamberi and Dukawa males traditionally socialize with one another along age lines. They have a very well-developed joking relationship with one another.",Text states a well-developed joking relationship between Kamberi and Dukawa males; interethnic age-line joking.,,,Dukawa males,,,,,Kamberi males,,,0
Dukawa,Kamberi,llm_ehraf,3,0,WesternAfrica,/Hausa_Salamone_121_NK | /Hausa_Salamone_40_NK | /Hausa_Salamone_45_NK,"The Dukawa, their closest friends, have tended to look down on the Kamberi for their “shyness” even while maintaining their joking relationship ( abokin wasar ) with them. | The Dukawa and Kamberi, in fact, have maintained a jokingrelationship with one another, stressing their traditional friendship and based on a common legend. As one would expect, the punch line of the legend varies, depending on the ethnic affiliation of the narrator. | It is suggestive that they provided wives for every ethnic group in Yauri except the Dukawa, who were already their allies and enjoyed a joking relationship with them.",Text explicitly names recurrent joking relationship between Dukawa and Kamberi (ethnic groups). | Text states a maintained joking relationship between the two ethnic groups based on a shared legend. | Text states Dukawa and Kamberi enjoyed a culturally recognized joking relationship between allied groups.,,,Dukawa,,,murdock,KAMBERI,Kamberi,index,ethnic_entity_index,0
each other,people of different dialect groups,llm_ehraf,1,0,WesternAfrica,/Dogon_Calame_450_NK,It is the same with “village taunts” exchanged by people of different dialect groups when they meet. Straight away they stamp their dialogue with a merry spirit.,"Text explicitly notes 'village taunts' exchanged by different dialect groups when they meet as a patterned, merry dialogic practice.",,,each other,,,,,people of different dialect groups,,,0
Ethnies du sud-ouest,Malinke,keerthana_analysis,1,0,BurkinaFaso,,,,,,Ethnies du sud-ouest,,,murdock,MALINKE,Malinke,index,ethnic_entity_index,0
Ethnies du sud-ouest,Senufo,keerthana_analysis,1,0,BurkinaFaso,,,,,,Ethnies du sud-ouest,,,murdock,SENUFO,Senufo,index,ethnic_entity_index,0
Ethnies du sud-ouest,Wara,keerthana_analysis,1,0,BurkinaFaso,,,,,,Ethnies du sud-ouest,,,murdock,WARA,Wara,index,ethnic_entity_index,0
Ethnies du sud-ouest,Zerma,keerthana_analysis,1,0,BurkinaFaso,,,,,,Ethnies du sud-ouest,,,murdock,ZERMA,Zerma,index,ethnic_entity_index,0
Folma,Lobi,keerthana_analysis,1,0,BurkinaFaso,,,,,,Folma,,,murdock,LOBI,Lobi,index,ethnic_entity_index,0
Fon,YORUBA,icmid_jr_pair,1,0,West Africa,"Yoruba_Enoch_2024
 [for Fon] Bargou_Bigou_2019.pdf","As noted above, there is another kind of joking relationship that exists between
 two tribes. This is the case with the Yorùbá ethnic group in their relationship with
 the Hausa-Fulani ethnic group.
 [for Fon] Dans cette partie du Bénin, il existe cette parenté à plaisanterie entre les peuples ci-
 après : (i) Fon (à l‟intérieur de la collectivité et des clans) ; (ii) entre Fon et
 Yorouba en remontant à leurs périodes de conflits armés du 17ème au à la première
 moitié du 19ème siècle ; (iii) entre Xwla et Hueda (rapport de cousinage où le
 premier se considère comme le plus grand que le second) ; (iv) Ayizo et Bopagbe
 (Ayizo se considérant comme le plus grand et plus ancien que Bopagbe), (v) entre
 Ayizo et Fon….",Yoruba - GeoPR,murdock,FON,Fon,index,ethnic_entity_index,murdock,YORUBA,Yoruba,index,ethnic_entity_index,1
Forgerons,Fulbe,keerthana_analysis,1,0,BurkinaFaso,,,,,,Forgerons,,,greg,FULBE,Fulbe,index,ethnic_entity_index,0
Forgerons,Gourmantché,keerthana_analysis,1,0,BurkinaFaso,,,,,,Forgerons,,,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,0
Forgerons,Kurumba,keerthana_analysis,1,0,BurkinaFaso,,,,,,Forgerons,,,murdock,LILSE,Kurumba,index,https://www.101lasttribes.com/tribes/kurumba.html,0
Forgerons,Mossi,keerthana_analysis,1,0,BurkinaFaso,,,,,,Forgerons,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,0
Forgerons,Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,,,Forgerons,,,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,0
Forgerons,Mossi (Yonyonse),keerthana_analysis,1,0,BurkinaFaso,,,,,,Forgerons,,,murdock,MOSSI,Mossi (Yonyonse),index,ethnic_entity_index,0
Forgerons,Peul (Toucouleurs),keerthana_analysis,1,0,BurkinaFaso,,,,,,Forgerons,,,geopr,PEUL,Peul (Toucouleurs),index,ethnic_entity_index,0
Forgerons,SONGHAI,keerthana_analysis,1,0,BurkinaFaso,,,,,,Forgerons,,,murdock,SONGHAI,SONGHAI,index,ethnic_entity_index,0
Fulani,Hausa,llm_ehraf,1,0,WesternAfrica,/Kanuri_Cohen_73_NK,"Joking relations also hold between clans such as Ngala’s and Magumi; Nguma and T[unknown]ara; Kuburi and T[unknown]ara; Su’urti and Kuburi; or between ethnic groups like Shuwa and Kanuri; Kurdi and Shuwa; Hausa and Fulani; Kanuri and Fulani; Tubu and Monga; Monga and B[unknown]adde; Kanembu and Wasili (Arabs). In the above relationships which seem in all cases to cover an area of interrelations involving potential conflicts, the joking takes the form (usually) of the grandparent-grandchild relationship.",Ethnic groups explicitly paired as having joking relations.,greg,FULBE,Fulbe,registry,bootstrapped from entity index polygon_ids,murdock,HAUSA,Hausa,index,ethnic_entity_index,1
